food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
W_ATK2008_0094,"Irish potato (Solanum tuberosum), peeled",Sides & snacks,83,Atkinson 2008 International GI/GL tables: food no 1628; GI=83; serve 150.0 g; available carbs 30.0 g; GL 25.0.,16.7,16.7,16.7,Medium,0.9,100,20.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0095,"Potato, white without skin, baked",Sides & snacks,98,Atkinson 2008 International GI/GL tables: food no 1630; GI=98; serve 150.0 g; available carbs 27.0 g; GL 26.0.,17.3,17.3,17.3,Medium,0.9,100,18.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0096,"Irish potato (Solanum tuberosum), peeled, cubed",Sides & snacks,59,Atkinson 2008 International GI/GL tables: food no 1638; GI=59; serve 150.0 g; available carbs 32.0 g; GL 19.0.,12.7,12.7,12.7,Medium,0.9,100,21.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0097,"King Edward potato, peeled, quartered",Sides & snacks,75,Atkinson 2008 International GI/GL tables: food no 1639; GI=75; serve 150.0 g; available carbs 28.0 g; GL 21.0.,14.0,14.0,14.0,Medium,0.9,100,18.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0098,"Marfona potato, peeled, quartered, boiled 15 min",Sides & snacks,56,Atkinson 2008 International GI/GL tables: food no 1640; GI=56; serve 150.0 g; available carbs 32.0 g; GL 18.0.,12.0,12.0,12.0,Medium,0.9,100,21.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0099,"Maris Piper potato, peeled, quartered, boiled 15 min",Sides & snacks,85,Atkinson 2008 International GI/GL tables: food no 1641; GI=85; serve 150.0 g; available carbs 29.0 g; GL 25.0.,16.7,16.7,16.7,Medium,0.9,100,19.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0100,"Nicola potato, peeled, quartered, boiled 15 min",Sides & snacks,59,Atkinson 2008 International GI/GL tables: food no 1642; GI=59; serve 150.0 g; available carbs 16.0 g; GL 9.0.,6.0,6.0,6.0,Low,0.9,100,10.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0101,"Nicola potato, unpeeled, boiled whole for 15 min",Sides & snacks,58,Atkinson 2008 International GI/GL tables: food no 1643; GI=58; serve 150.0 g; available carbs 16.0 g; GL 9.0.,6.0,6.0,6.0,Low,0.9,100,10.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0102,"Red potatoes, boiled with skin on in salted water",Sides & snacks,89,Atkinson 2008 International GI/GL tables: food no 1650; GI=89; serve 150.0 g; available carbs 21.0 g; GL 19.0.,12.7,12.7,12.7,Medium,0.9,100,14.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0103,"Potato, white, boiled",Sides & snacks,96,Atkinson 2008 International GI/GL tables: food no 1651; GI=96; serve 150.0 g; available carbs 26.0 g; GL 24.0.,16.0,16.0,16.0,Medium,0.9,100,17.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0104,"Potato, red, cubed, boiled in salted water 12 min",Sides & snacks,56,Atkinson 2008 International GI/GL tables: food no 1655; GI=56; serve 150.0 g; available carbs 21.0 g; GL 12.0.,8.0,8.0,8.0,Low,0.9,100,14.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0105,French fries,Sides & snacks,54,Atkinson 2008 International GI/GL tables: food no 1657; GI=54; serve 150.0 g; available carbs 29.0 g; GL 16.0.,10.7,10.7,10.7,Medium,0.9,100,19.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0106,"French Fries, baked 15 min (OreIda Golden Fries",Sides & snacks,64,Atkinson 2008 International GI/GL tables: food no 1658; GI=64; serve 150.0 g; available carbs 32.0 g; GL 21.0.,14.0,14.0,14.0,Medium,0.9,100,21.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0107,"Irish potato (Solanum tuberosum), peeled, fried in",Sides & snacks,70,Atkinson 2008 International GI/GL tables: food no 1659; GI=70; serve 150.0 g; available carbs 30.0 g; GL 21.0.,14.0,14.0,14.0,Medium,0.9,100,20.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0108,"Mashed potato, instant",Sides & snacks,71,Atkinson 2008 International GI/GL tables: food no 1666; GI=71; serve 150.0 g; available carbs 24.0 g; GL 17.0.,11.3,11.3,11.3,Medium,0.9,100,16.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0109,"Mashed potato, instant",Sides & snacks,74,Atkinson 2008 International GI/GL tables: food no 1667; GI=74; serve 150.0 g; available carbs 24.0 g; GL 18.0.,12.0,12.0,12.0,Medium,0.9,100,16.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0110,"Mashed potato, instant",Sides & snacks,68,Atkinson 2008 International GI/GL tables: food no 1668; GI=68; serve 150.0 g; available carbs 24.0 g; GL 17.0.,11.3,11.3,11.3,Medium,0.9,100,16.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0111,"Desiree potato, mashed",Sides & snacks,102,Atkinson 2008 International GI/GL tables: food no 1672; GI=102; serve 150.0 g; available carbs 26.0 g; GL 26.0.,17.3,17.3,17.3,Medium,0.9,100,17.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0112,"Prince Edward Island white potato, cooked in",Sides & snacks,73,Atkinson 2008 International GI/GL tables: food no 1676; GI=73; serve 150.0 g; available carbs 20.0 g; GL 15.0.,10.0,10.0,10.0,Low,0.9,100,13.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0113,"Russet Burbank potato, unpeeled, cooked in",Sides & snacks,77,Atkinson 2008 International GI/GL tables: food no 1677; GI=77; serve 150.0 g; available carbs 25.0 g; GL 19.0.,12.7,12.7,12.7,Medium,0.9,100,16.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0114,"New potato, boiled",Sides & snacks,80,Atkinson 2008 International GI/GL tables: food no 1680; GI=80; serve 150.0 g; available carbs 23.0 g; GL 18.0.,12.0,12.0,12.0,Medium,0.9,100,15.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0115,"Potato, NS type, steamed",Sides & snacks,62,Atkinson 2008 International GI/GL tables: food no 1681; GI=62; serve 150.0 g; available carbs 19.0 g; GL 12.0.,8.0,8.0,8.0,Low,0.9,100,12.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0116,"Potato (Solanum Tuberosum), peeled, steamed 1 h",Sides & snacks,65,Atkinson 2008 International GI/GL tables: food no 1682; GI=65; serve 150.0 g; available carbs 27.0 g; GL 18.0.,12.0,12.0,12.0,Medium,0.9,100,18.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0117,"California white potatoes, cubed",Sides & snacks,72,Atkinson 2008 International GI/GL tables: food no 1683; GI=72; serve 150.0 g; available carbs 20.0 g; GL 14.0.,9.3,9.3,9.3,Low,0.9,100,13.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0118,"Sweet potato (Ipomoea batatas), boiled",Sides & snacks,44,Atkinson 2008 International GI/GL tables: food no 1684; GI=44; serve 150.0 g; available carbs 25.0 g; GL 11.0.,7.3,7.3,7.3,Low,0.9,100,16.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0119,"Sweet potato (Ipomoea batatas), peeled, cubed",Sides & snacks,46,Atkinson 2008 International GI/GL tables: food no 1685; GI=46; serve 150.0 g; available carbs 32.0 g; GL 15.0.,10.0,10.0,10.0,Low,0.9,100,21.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0120,"Sweet potato, orange flesh, peeled, cut into pieces",Sides & snacks,61,Atkinson 2008 International GI/GL tables: food no 1686; GI=61; serve 150.0 g; available carbs 18.0 g; GL 11.0.,7.3,7.3,7.3,Low,0.9,100,12.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0121,"Sweet potato, kumara (New Zealand)",Sides & snacks,77,Atkinson 2008 International GI/GL tables: food no 1687; GI=77; serve 150.0 g; available carbs 25.0 g; GL 19.0.,12.7,12.7,12.7,Medium,0.9,100,16.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0122,"Sweet potato (Ipomoea batatas), peeled",Sides & snacks,94,Atkinson 2008 International GI/GL tables: food no 1688; GI=94; serve 150.0 g; available carbs 45.0 g; GL 42.0.,28.0,28.0,28.0,High,0.9,100,30.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0123,"Sweet potato (Ipomoea batatas), peeled",Sides & snacks,76,Atkinson 2008 International GI/GL tables: food no 1689; GI=76; serve 150.0 g; available carbs 45.0 g; GL 34.0.,22.7,22.7,22.7,High,0.9,100,30.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0124,"Sweet potato (Ipomoea batatas), peeled, roasted",Sides & snacks,82,Atkinson 2008 International GI/GL tables: food no 1690; GI=82; serve 150.0 g; available carbs 45.0 g; GL 37.0.,24.7,24.7,24.7,High,0.9,100,30.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0125,"Sweet potato, orange",Sides & snacks,77,Atkinson 2008 International GI/GL tables: food no 1691; GI=77; serve 150.0 g; available carbs 21.0 g; GL 16.0.,10.7,10.7,10.7,Medium,0.9,100,14.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0126,"Sweet potato, purple skin white flesh, peeled",Sides & snacks,75,Atkinson 2008 International GI/GL tables: food no 1692; GI=75; serve 150.0 g; available carbs 29.0 g; GL 22.0.,14.7,14.7,14.7,Medium,0.9,100,19.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0127,Sweet potato (Ipomoea batatas),Sides & snacks,44,Atkinson 2008 International GI/GL tables: food no 1816; GI=44; serve 150.0 g; available carbs 25.0 g; GL 11.0.,7.3,7.3,7.3,Low,0.9,100,16.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0128,"Corn tortilla, fried, with mashed potato, fresh tomato",Sides & snacks,78,Atkinson 2008 International GI/GL tables: food no 1837; GI=78; serve 100.0 g; available carbs 15.0 g; GL 11.0.,11.0,11.0,11.0,Medium,0.9,100,15.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0129,"Irish potato (Solanum tuberosum), peeled",Sides & snacks,71,Atkinson 2008 International GI/GL tables: food no 1861; GI=71; serve 150.0 g; available carbs 50.0 g; GL 35.0.,23.3,23.3,23.3,High,0.9,100,33.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0130,"Irish potato, peeled, boiled 30 min, crushed",Sides & snacks,66,Atkinson 2008 International GI/GL tables: food no 1862; GI=66; serve 150.0 g; available carbs 50.0 g; GL 33.0.,22.0,22.0,22.0,High,0.9,100,33.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0131,"Irish potato, peeled, boiled 30 min, uncrushed (whole)",Sides & snacks,66,Atkinson 2008 International GI/GL tables: food no 1863; GI=66; serve 150.0 g; available carbs 50.0 g; GL 33.0.,22.0,22.0,22.0,High,0.9,100,33.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0132,"Apple muffin, made with rolled oats and sugar",Breakfast cereals,44,Atkinson 2008 International GI/GL tables: food no 14; GI=44; serve 60.0 g; available carbs 29.0 g; GL 13.0.,21.7,21.7,21.7,High,0.9,100,48.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0133,"Apple muffin, made rolled oats and without sugar",Breakfast cereals,48,Atkinson 2008 International GI/GL tables: food no 15; GI=48; serve 60.0 g; available carbs 19.0 g; GL 9.0.,15.0,15.0,15.0,Medium,0.9,100,31.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0134,"Apple, oat, sultana muffin",Breakfast cereals,54,Atkinson 2008 International GI/GL tables: food no 17; GI=54; serve 50.0 g; available carbs 26.0 g; GL 14.0.,28.0,28.0,28.0,High,0.9,100,52.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0135,"Banana, oat and honey muffin",Breakfast cereals,65,Atkinson 2008 International GI/GL tables: food no 19; GI=65; serve 50.0 g; available carbs 26.0 g; GL 17.0.,34.0,34.0,34.0,High,0.9,100,52.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0136,"Up & Go, cocoa malt flavor (soy milk, rice cereal liquid",Breakfast cereals,43,Atkinson 2008 International GI/GL tables: food no 67; GI=43; serve 250.0 g; available carbs 26.0 g; GL 11.0.,4.4,4.4,4.4,Low,0.9,100,10.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0137,"Up & Go, original malt flavor (soy milk, rice cereal",Breakfast cereals,46,Atkinson 2008 International GI/GL tables: food no 68; GI=46; serve 250.0 g; available carbs 24.0 g; GL 11.0.,4.4,4.4,4.4,Low,0.9,100,9.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0138,"Xpress, chocolate (soy bean, cereal and",Breakfast cereals,39,Atkinson 2008 International GI/GL tables: food no 70; GI=39; serve 250.0 g; available carbs 34.0 g; GL 13.0.,5.2,5.2,5.2,Low,0.9,100,13.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0139,Vogel's Honey & Oats,Breakfast cereals,55,Atkinson 2008 International GI/GL tables: food no 286; GI=55; serve 30.0 g; available carbs 14.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,46.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0140,All-Bran Fruit 'n Oats,Breakfast cereals,41,Atkinson 2008 International GI/GL tables: food no 301; GI=41; serve 30.0 g; available carbs 17.0 g; GL 7.0.,23.3,23.3,23.3,High,0.9,100,56.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0141,"Bran cereal, high fiber",Breakfast cereals,43,Atkinson 2008 International GI/GL tables: food no 312; GI=43; serve 30.0 g; available carbs 12.0 g; GL 5.0.,16.7,16.7,16.7,Medium,0.9,100,40.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0142,"Chocapic, wheat-based flaked cereal (2003)",Breakfast cereals,70,Atkinson 2008 International GI/GL tables: food no 316; GI=70; serve 30.0 g; available carbs 25.0 g; GL 17.0.,56.7,56.7,56.7,High,0.9,100,83.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0143,"Chocapic, wheat-based flaked cereal (2003)",Breakfast cereals,74,Atkinson 2008 International GI/GL tables: food no 317; GI=74; serve 30.0 g; available carbs 26.0 g; GL 19.0.,63.3,63.3,63.3,High,0.9,100,86.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0144,"Chocapic, wheat-based flaked cereal (2003)",Breakfast cereals,84,Atkinson 2008 International GI/GL tables: food no 318; GI=84; serve 30.0 g; available carbs 26.0 g; GL 22.0.,73.3,73.3,73.3,High,0.9,100,86.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0145,"Energy Mix, wheat-based flaked cereal",Breakfast cereals,80,Atkinson 2008 International GI/GL tables: food no 328; GI=80; serve 30.0 g; available carbs 25.0 g; GL 20.0.,66.7,66.7,66.7,High,0.9,100,83.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0146,Fibre First Multi-Bran Cereal,Breakfast cereals,56,Atkinson 2008 International GI/GL tables: food no 329; GI=56; serve 30.0 g; available carbs 10.0 g; GL 6.0.,20.0,20.0,20.0,Medium,0.9,100,33.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0147,High-fiber cereal,Breakfast cereals,52,Atkinson 2008 International GI/GL tables: food no 342; GI=52; serve 30.0 g; available carbs 17.0 g; GL 9.0.,30.0,30.0,30.0,High,0.9,100,56.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0148,"Hot cereal, apple & cinnamon",Breakfast cereals,37,Atkinson 2008 International GI/GL tables: food no 346; GI=37; serve 30.0 g; available carbs 22.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,73.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0149,"Hot cereal, unflavored",Breakfast cereals,25,Atkinson 2008 International GI/GL tables: food no 347; GI=25; serve 30.0 g; available carbs 19.0 g; GL 5.0.,16.7,16.7,16.7,Medium,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0150,"Alpen original muesli, made from steamed rolled oats",Breakfast cereals,55,Atkinson 2008 International GI/GL tables: food no 355; GI=55; serve 30.0 g; available carbs 19.0 g; GL 11.0.,36.7,36.7,36.7,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0151,"Oats, rolled, uncooked (Lowan's Whole Foods",Breakfast cereals,59,Atkinson 2008 International GI/GL tables: food no 385; GI=59; serve 30.0 g; available carbs 19.0 g; GL 11.0.,36.7,36.7,36.7,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0152,"Porridge, made from rolled oats cooked for 20 min",Breakfast cereals,49,Atkinson 2008 International GI/GL tables: food no 387; GI=49; serve 250.0 g; available carbs 23.0 g; GL 11.0.,4.4,4.4,4.4,Low,0.9,100,9.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0153,Porridge oats,Breakfast cereals,50,Atkinson 2008 International GI/GL tables: food no 388; GI=50; serve 250.0 g; available carbs 19.0 g; GL 10.0.,4.0,4.0,4.0,Low,0.9,100,7.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0154,Traditional porridge oats,Breakfast cereals,51,Atkinson 2008 International GI/GL tables: food no 389; GI=51; serve 250.0 g; available carbs 21.0 g; GL 11.0.,4.4,4.4,4.4,Low,0.9,100,8.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0155,"Porridge, made from steel-cut oats, cooked in water",Breakfast cereals,52,Atkinson 2008 International GI/GL tables: food no 390; GI=52; serve 250.0 g; available carbs 33.0 g; GL 17.0.,6.8,6.8,6.8,Low,0.9,100,13.2,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0156,Traditional Rolled Oats,Breakfast cereals,57,Atkinson 2008 International GI/GL tables: food no 392; GI=57; serve 250.0 g; available carbs 19.0 g; GL 11.0.,4.4,4.4,4.4,Low,0.9,100,7.6,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0157,Old-Fashioned Steel Cut Oats,Breakfast cereals,57,Atkinson 2008 International GI/GL tables: food no 393; GI=57; serve 250.0 g; available carbs 25.0 g; GL 14.0.,5.6,5.6,5.6,Low,0.9,100,10.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0158,"Multigrain porridge, containing rolled oats, wheat",Breakfast cereals,55,Atkinson 2008 International GI/GL tables: food no 400; GI=55; serve 250.0 g; available carbs 35.0 g; GL 19.0.,7.6,7.6,7.6,Low,0.9,100,14.0,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0159,Instant oat cereal porridge prepared with water,Breakfast cereals,83,Atkinson 2008 International GI/GL tables: food no 411; GI=83; serve 250.0 g; available carbs 36.0 g; GL 30.0.,12.0,12.0,12.0,Medium,0.9,100,14.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0160,Soy Crunch Multi-Grain Cereal,Breakfast cereals,47,Atkinson 2008 International GI/GL tables: food no 421; GI=47; serve 30.0 g; available carbs 20.0 g; GL 9.0.,30.0,30.0,30.0,High,0.9,100,66.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0161,Vogel's Cluster Crunch Classic (Specialty Cereals,Breakfast cereals,50,Atkinson 2008 International GI/GL tables: food no 431; GI=50; serve 30.0 g; available carbs 20.0 g; GL 10.0.,33.3,33.3,33.3,High,0.9,100,66.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0162,Wild Oats Cluster Crunch Hazelnut Chocolate,Breakfast cereals,43,Atkinson 2008 International GI/GL tables: food no 433; GI=43; serve 30.0 g; available carbs 19.0 g; GL 8.0.,26.7,26.7,26.7,High,0.9,100,63.3,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0163,Wheat based cereal biscuit,Breakfast cereals,72,Atkinson 2008 International GI/GL tables: food no 441; GI=72; serve 30.0 g; available carbs 20.0 g; GL 14.0.,46.7,46.7,46.7,High,0.9,100,66.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0164,"Cereal flakes with fruit (30 g), consumed with 125 mL",Breakfast cereals,57,Atkinson 2008 International GI/GL tables: food no 450; GI=57; serve 155.0 g; available carbs 29.0 g; GL 16.0.,10.3,10.3,10.3,Medium,0.9,100,18.7,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0165,Cocoa Crunch cereal (30 g) with 125 mL skim milk,Breakfast cereals,58,Atkinson 2008 International GI/GL tables: food no 451; GI=58; serve 155.0 g; available carbs 28.0 g; GL 16.0.,10.3,10.3,10.3,Medium,0.9,100,18.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0166,"Honey Crunch cereal (30 g), consumed with",Breakfast cereals,54,Atkinson 2008 International GI/GL tables: food no 453; GI=54; serve 155.0 g; available carbs 30.0 g; GL 16.0.,10.3,10.3,10.3,Medium,0.9,100,19.4,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0167,"Hot oat cereal (30 g), berry flavor",Breakfast cereals,43,Atkinson 2008 International GI/GL tables: food no 454; GI=43; serve 155.0 g; available carbs 26.0 g; GL 11.0.,7.1,7.1,7.1,Low,0.9,100,16.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0168,"Hot oat cereal (30 g), cocoa flavor",Breakfast cereals,40,Atkinson 2008 International GI/GL tables: food no 455; GI=40; serve 155.0 g; available carbs 23.0 g; GL 9.0.,5.8,5.8,5.8,Low,0.9,100,14.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0169,"Hot oat cereal (30 g), fruit flavor",Breakfast cereals,47,Atkinson 2008 International GI/GL tables: food no 456; GI=47; serve 155.0 g; available carbs 25.0 g; GL 12.0.,7.7,7.7,7.7,Low,0.9,100,16.1,Measured GI + GL per serving; converted to per 100 g using reported serve size.
W_ATK2008_0170,"Hot oat cereal (30 g), honey flavor",Breakfast cereals,47,Atkinson 2008 International GI/GL tables: food no 457; GI=47; serve 155.0 g; available carbs 26.0 g; GL 12.0.,7.7,7.7,7.7,Low,0.9,100,16.8,Measured GI + GL per serving; converted to per 100 g using reported serve size.
